request,latency_ms,status
295,290.4477999545634,200
274,310.3820000542328,200
293,302.005699952133,200
275,331.2853000825271,200
279,336.31689997855574,200
259,362.59279993828386,200
299,338.2538000587374,200
264,377.0117999520153,200
267,384.3753000255674,200
296,362.2083000373095,200
288,380.89590007439256,200
276,404.13499996066093,200
281,412.89090004283935,200
263,435.5718999868259,200
284,424.2373000597581,200
277,443.3127000229433,200
261,458.2644000183791,200
294,444.34889999683946,200
298,442.3378000501543,200
283,460.17129998654127,200
280,466.27640002407134,200
301,119.4967000046745,200
300,124.1580001078546,200
304,128.92510008532554,200
307,137.39439996425062,200
303,148.74450000934303,200
312,153.58399995602667,200
306,175.94990006182343,200
316,171.38459999114275,200
313,178.9483999600634,200
311,192.10639991797507,200
321,197.77279999107122,200
318,221.44819993991405,200
317,244.66269998811185,200
305,266.61529997363687,200
326,250.41370000690222,200
302,284.4263999722898,200
331,268.86149996425956,200
328,283.37779990397394,200
334,284.7372000105679,200
329,301.3065999839455,200
337,290.3292999835685,200
338,309.7379000391811,200
314,360.0950000109151,200
339,327.4727000389248,200
327,350.3270000219345,200
344,339.02049995958805,200
323,389.2400999320671,200
348,381.4513999968767,200
309,446.48129993584007,200
340,412.867599981837,200
308,463.82369997445494,200
319,454.6861000126228,200
330,442.114399978891,200
336,448.65429995115846,200
333,469.44629994686693,200
332,481.1088000424206,200
320,508.8625999633223,200
345,488.5179999982938,200
342,504.35469998046756,200
346,503.0982999596745,200
310,557.1331999963149,200
315,561.2731999717653,200
325,563.516000052914,200
341,540.2064999798313,200
349,544.5318000856787,200
322,593.4038000414148,200
324,592.0344999758527,200
343,576.6471000388265,200
335,588.0081000505015,200
347,576.4174999203533,200
350,126.5721000963822,200
351,128.74620000366122,200
354,136.21800008695573,200
357,145.18909994512796,200
353,153.93789997324347,200
362,168.4049000032246,200
356,193.39939998462796,200
360,202.70190003793687,200
365,194.22930001746863,200
368,192.7494000410661,200
363,210.9897000482306,200
373,216.3830999052152,200
366,236.20990000199527,200
377,246.58449995331466,200
374,256.363199907355,200
369,279.6866000862792,200
382,274.40090000163764,200
376,300.6704000290483,200
381,312.0781999314204,200
375,334.59069998934865,200
388,325.2410999266431,200
370,353.5546000348404,200
393,333.92980007920414,200
379,378.19620000664145,200
359,444.14900010451674,200
399,395.4765999224037,200
380,429.5453999657184,200
355,477.6449999772012,200
395,421.7018000781536,200
367,464.1980000305921,200
352,499.0120999282226,200
358,490.8170999260619,200
390,463.24109996203333,200
384,474.2236000020057,200
389,477.57350001484156,200
383,499.2317999713123,200
386,506.49880000855774,200
394,503.9354999316856,200
387,534.9234999157488,200
378,553.6770999897271,200
396,533.3769000135362,200
371,586.722300038673,200
364,606.3416000688449,200
391,567.6476999651641,200
361,626.2602000497282,200
385,591.151800006628,200
397,583.4626000141725,200
398,586.7854999378324,200
372,637.0573999593034,200
392,610.590499942191,200
401,116.31109996233135,200
400,126.05069996789098,200
404,124.1442000027746,200
407,134.8229000577703,200
403,147.48630009125918,200
412,150.12719994410872,200
406,171.57309991307557,200
416,160.1240000454709,200
417,171.74010002054274,200
409,189.2249999800697,200
420,184.6205999609083,200
410,213.4727000957355,200
425,209.52040003612638,200
418,237.72530001588166,200
427,228.04160008672625,200
428,234.4831998925656,200
426,249.24740009009838,200
433,255.8398999972269,200
411,299.2200000444427,200
436,276.6487000044435,200
424,313.0702000344172,200
430,314.3913000822067,200
435,312.7000000094995,200
439,309.77130006067455,200
444,320.3615000238642,200
446,326.38059998862445,200
422,383.9896999998018,200
413,425.48650002572685,200
440,391.0455999430269,200
415,426.1742999078706,200
438,407.6947000576183,200
448,402.7099999366328,200
449,413.1618000101298,200
443,431.80719995871186,200
421,480.9591999510303,200
431,470.40330001618713,200
408,516.9188999570906,200
441,474.84830010216683,200
445,521.5246001025662,200
419,590.8429999835789,200
442,565.2855000225827,200
437,585.2598000783473,200
414,644.2946000024676,200
402,663.9163000509143,200
429,637.8056000685319,200
434,643.9518999541178,200
405,694.2905000178143,200
447,650.930600007996,200
432,676.4917999971658,200
423,695.8734000800177,200
450,136.94170000962913,200
451,139.5132999168709,200
454,140.8870000159368,200
457,148.6334000946954,200
453,155.23270005360246,200
462,161.30989999510348,200
456,177.04780003987253,200
459,192.87939998321235,200
467,182.3774001095444,200
466,193.96820000838488,200
472,205.21789998747408,200
469,235.95600004773587,200
468,245.57410005945712,200
461,262.77299993671477,200
464,270.46919998247176,200
477,251.6388000221923,200
482,269.76599998306483,200
479,289.24009995535016,200
485,297.91710001882166,200
487,296.134400065057,200
480,336.18109999224544,200
470,360.30269996263087,200
489,333.41560000553727,200
492,342.40199998021126,200
483,366.86190008185804,200
496,366.6265000356361,200
476,398.1497000204399,200
493,382.8713999828324,200
465,437.61659995652735,200
463,447.7658999385312,200
473,450.8261000737548,200
471,462.73170004133135,200
452,495.4135000007227,200
460,494.9158999370411,200
497,454.86449997406453,200
458,524.9287000624463,200
490,489.12809998728335,200
481,516.6730000637472,200
484,521.061500068754,200
488,525.0091999769211,200
478,546.818400034681,200
474,560.5035000480711,200
475,570.2810999937356,200
499,554.6434000134468,200
491,565.5057000694796,200
486,586.1938999732956,200
455,633.2671999698505,200
498,577.9427000088617,200
495,593.1063999887556,200
494,595.0867000501603,200
